sleeve,universe,blend_vol_top_10_quality_sector_balanced_top_30_40_60,blend_vol_top_10_quality_sector_balanced_top_30_50_50,blend_vol_top_10_quality_sector_balanced_top_30_60_40,blend_vol_top_10_quality_sector_balanced_top_30_70_30,blend_vol_top_10_quality_sector_balanced_top_50_40_60,blend_vol_top_10_quality_sector_balanced_top_50_50_50,blend_vol_top_10_quality_sector_balanced_top_50_60_40,blend_vol_top_10_quality_sector_balanced_top_50_70_30,blend_vol_top_20_quality_sector_balanced_top_30_40_60,blend_vol_top_20_quality_sector_balanced_top_30_50_50,blend_vol_top_20_quality_sector_balanced_top_30_60_40,blend_vol_top_20_quality_sector_balanced_top_30_70_30,blend_vol_top_20_quality_sector_balanced_top_50_40_60,blend_vol_top_20_quality_sector_balanced_top_50_50_50,blend_vol_top_20_quality_sector_balanced_top_50_60_40,blend_vol_top_20_quality_sector_balanced_top_50_70_30,quality_sector_balanced_top_30,quality_sector_balanced_top_50,vol_top_10,vol_top_20
blend_vol_top_10_quality_sector_balanced_top_30_40_60,sp100_sample,1.0,0.9987151206118571,0.995337176562076,0.9904647393163677,0.9977395094757312,0.9957497925570207,0.9922897193037039,0.9877913648855013,0.9902309885888103,0.9923852183678474,0.9934160583725271,0.9934889338638712,0.9912090087443061,0.992294514893234,0.9926973104428051,0.992520137190905,0.9664729545417009,0.9774664578176785,0.9709792689373119,0.9893494991187272
blend_vol_top_10_quality_sector_balanced_top_30_50_50,sp100_sample,0.9987151206118571,1.0,0.9989463791173684,0.9961736343734839,0.998424309011534,0.9985843179075706,0.9970670040898272,0.9943249380932165,0.9827572684235436,0.9864200834739917,0.9888842665959637,0.9903167736840036,0.9858899665020867,0.9880778786232751,0.9895257857818628,0.9903390038911396,0.952219027343344,0.9671229484047275,0.9818516557184495,0.9898381819019739
blend_vol_top_10_quality_sector_balanced_top_30_60_40,sp100_sample,0.995337176562076,0.9989463791173684,1.0,0.9991348832784758,0.9968307498065041,0.998937194341601,0.9991826065052121,0.9980371139801922,0.9738100957279225,0.9788309634789738,0.9825877176667597,0.9852483301508506,0.9788871230049059,0.9820685222612952,0.9844596715580939,0.9861679844188087,0.9371994128129106,0.9556115608051302,0.9895207144296466,0.9880860567033187
blend_vol_top_10_quality_sector_balanced_top_30_70_30,sp100_sample,0.9904647393163677,0.9961736343734839,0.9991348832784758,1.0,0.9935725726447512,0.9974390094908551,0.9992813263718257,0.999584705369371,0.9639300981565933,0.9701724720005281,0.9750936945202099,0.9788623525346855,0.9707598027928183,0.9748356928558723,0.9780772399926694,0.9805935630635311,0.9218833024464024,0.9434410360236267,0.9946694624785437,0.9847001041966008
blend_vol_top_10_quality_sector_balanced_top_50_40_60,sp100_sample,0.9977395094757312,0.998424309011534,0.9968307498065041,0.9935725726447512,1.0,0.9990358591821052,0.9964994049241621,0.9928333638288577,0.984676205631856,0.9882925727383081,0.9907109103435678,0.9920984026501615,0.9905777899348616,0.992192435692242,0.9930956624136877,0.9933916407065058,0.9543229703009415,0.9744066011703605,0.9780664130479617,0.9914912918473157
blend_vol_top_10_quality_sector_balanced_top_50_50_50,sp100_sample,0.9957497925570207,0.9985843179075706,0.998937194341601,0.9974390094908551,0.9990358591821052,1.0,0.9992088081372736,0.9971226812365174,0.977224229379068,0.9820358280393433,0.9855913375181169,0.9880589050809273,0.9842482093896853,0.9868485521585592,0.988687236223433,0.9898705755383608,0.9415206544361301,0.9635983710140792,0.986267831443288,0.9903665549984986
blend_vol_top_10_quality_sector_balanced_top_50_60_40,sp100_sample,0.9922897193037039,0.9970670040898272,0.9991826065052121,0.9992813263718257,0.9964994049241621,0.9992088081372736,1.0,0.9993486202993862,0.9688466287250151,0.9747330010708861,0.9793127777750711,0.9827546986581632,0.9768757162442937,0.9803646922498642,0.9830477643488037,0.9850330112211633,0.9283555115616713,0.9522029575096131,0.9920558871059781,0.9876990448601017
blend_vol_top_10_quality_sector_balanced_top_50_70_30,sp100_sample,0.9877913648855013,0.9943249380932165,0.9980371139801922,0.999584705369371,0.9928333638288577,0.9971226812365174,0.9993486202993862,1.0,0.9599182863307144,0.9667718315542282,0.9722747414683085,0.9765960625142615,0.9688483987045392,0.9731389293594985,0.9765845122138673,0.9792946792412525,0.9151384715154897,0.9405590883973898,0.9959494623463245,0.9839261359700793
blend_vol_top_20_quality_sector_balanced_top_30_40_60,sp100_sample,0.9902309885888103,0.9827572684235436,0.9738100957279225,0.9639300981565933,0.984676205631856,0.977224229379068,0.9688466287250151,0.9599182863307144,1.0,0.9994487164474991,0.9979126722836794,0.995553954965754,0.9973130364914232,0.9963869013050766,0.9948848687325879,0.9929046211585683,0.9884527757589907,0.9927707938412933,0.9322267880692102,0.9848831376384751
blend_vol_top_20_quality_sector_balanced_top_30_50_50,sp100_sample,0.9923852183678474,0.9864200834739917,0.9788309634789738,0.9701724720005281,0.9882925727383081,0.9820358280393433,0.9747330010708861,0.9667718315542282,0.9994487164474991,1.0,0.9995065465602583,0.9981323632081377,0.9983676199247083,0.9982369409819104,0.9974859479708403,0.9962146726876644,0.9828770343618091,0.9901567191377019,0.9414512101040989,0.9900911557897736
blend_vol_top_20_quality_sector_balanced_top_30_60_40,sp100_sample,0.9934160583725271,0.9888842665959637,0.9825877176667597,0.9750936945202099,0.9907109103435678,0.9855913375181169,0.9793127777750711,0.9722747414683085,0.9979126722836794,0.9995065465602583,1.0,0.9995586893859659,0.9983520006890724,0.9989740438773261,0.9989343795453834,0.9983351607571676,0.9766041187071827,0.9866784782912192,0.9492229325701631,0.9940135455154312
blend_vol_top_20_quality_sector_balanced_top_30_70_30,sp100_sample,0.9934889338638712,0.9903167736840036,0.9852483301508506,0.9788623525346855,0.9920984026501615,0.9880589050809273,0.9827546986581632,0.9765960625142615,0.995553954965754,0.9981323632081377,0.9995586893859659,1.0,0.9974307548631538,0.998764084818657,0.9993971621542571,0.9994340532711133,0.9697850754408285,0.982493220100035,0.955710806787635,0.9968204257013454
blend_vol_top_20_quality_sector_balanced_top_50_40_60,sp100_sample,0.9912090087443061,0.9858899665020867,0.9788871230049059,0.9707598027928183,0.9905777899348616,0.9842482093896853,0.9768757162442937,0.9688483987045392,0.9973130364914232,0.9983676199247083,0.9983520006890724,0.9974307548631538,1.0,0.9996583737839392,0.9987070105983971,0.9972455114823057,0.978474285401954,0.9927451151170374,0.9433511847305635,0.9906075437603784
blend_vol_top_20_quality_sector_balanced_top_50_50_50,sp100_sample,0.992294514893234,0.9880778786232751,0.9820685222612952,0.9748356928558723,0.992192435692242,0.9868485521585592,0.9803646922498642,0.9731389293594985,0.9963869013050766,0.9982369409819104,0.9989740438773261,0.998764084818657,0.9996583737839392,1.0,0.9996945218604303,0.9988434329676669,0.9739306443156533,0.9892633273320545,0.949614487200242,0.9938429728861451
blend_vol_top_20_quality_sector_balanced_top_50_60_40,sp100_sample,0.9926973104428051,0.9895257857818628,0.9844596715580939,0.9780772399926694,0.9930956624136877,0.988687236223433,0.9830477643488037,0.9765845122138673,0.9948848687325879,0.9974859479708403,0.9989343795453834,0.9993971621542571,0.9987070105983971,0.9996945218604303,1.0,0.999726664481118,0.969021926420483,0.9853490861797168,0.9549403558241666,0.9962778135416718
blend_vol_top_20_quality_sector_balanced_top_50_70_30,sp100_sample,0.992520137190905,0.9903390038911396,0.9861679844188087,0.9805935630635311,0.9933916407065058,0.9898705755383608,0.9850330112211633,0.9792946792412525,0.9929046211585683,0.9962146726876644,0.9983351607571676,0.9994340532711133,0.9972455114823057,0.9988434329676669,0.999726664481118,1.0,0.9638337174458976,0.9810924071832612,0.9594413221027491,0.9980208102845476
quality_sector_balanced_top_30,sp100_sample,0.9664729545417009,0.952219027343344,0.9371994128129106,0.9218833024464024,0.9543229703009415,0.9415206544361301,0.9283555115616713,0.9151384715154897,0.9884527757589907,0.9828770343618091,0.9766041187071827,0.9697850754408285,0.978474285401954,0.9739306443156533,0.969021926420483,0.9638337174458976,1.0,0.9907399918475529,0.877015523035011,0.9472625604249788
quality_sector_balanced_top_50,sp100_sample,0.9774664578176785,0.9671229484047275,0.9556115608051302,0.9434410360236267,0.9744066011703605,0.9635983710140792,0.9522029575096131,0.9405590883973898,0.9927707938412933,0.9901567191377019,0.9866784782912192,0.982493220100035,0.9927451151170374,0.9892633273320545,0.9853490861797168,0.9810924071832612,0.9907399918475529,1.0,0.9062115516557597,0.9669799771202393
vol_top_10,sp100_sample,0.9709792689373119,0.9818516557184495,0.9895207144296466,0.9946694624785437,0.9780664130479617,0.986267831443288,0.9920558871059781,0.9959494623463245,0.9322267880692102,0.9414512101040989,0.9492229325701631,0.955710806787635,0.9433511847305635,0.949614487200242,0.9549403558241666,0.9594413221027491,0.877015523035011,0.9062115516557597,1.0,0.9689434536655019
vol_top_20,sp100_sample,0.9893494991187272,0.9898381819019739,0.9880860567033187,0.9847001041966008,0.9914912918473157,0.9903665549984986,0.9876990448601017,0.9839261359700793,0.9848831376384751,0.9900911557897736,0.9940135455154312,0.9968204257013454,0.9906075437603784,0.9938429728861451,0.9962778135416718,0.9980208102845476,0.9472625604249788,0.9669799771202393,0.9689434536655019,1.0
blend_vol_top_10_quality_sector_balanced_top_30_40_60,sp500_dynamic,1.0,0.996921557460519,0.990019532582185,0.9815130697298912,0.9985111062348146,0.9956657293981904,0.9890864426260041,0.9808881111348359,0.9857370666875757,0.9874052918424673,0.9844520818281288,0.9789899843307512,0.9840628791412397,0.9858205877687085,0.9831653878745178,0.9780613711233638,0.8337803578485202,0.8429365700832961,0.9553051413241965,0.9577506492031532
blend_vol_top_10_quality_sector_balanced_top_30_50_50,sp500_dynamic,0.996921557460519,1.0,0.9980215054749381,0.993497951349007,0.9960836236746523,0.999176046322363,0.9973679501463087,0.9930455258283241,0.9751519189039651,0.9826068984121311,0.9844633796402514,0.9830170946342827,0.9742822465468349,0.9815778540137744,0.9835477713674775,0.9823230549035474,0.787926277012235,0.7996098565232465,0.9755426162447336,0.9704677074999689
blend_vol_top_10_quality_sector_balanced_top_30_60_40,sp500_dynamic,0.990019532582185,0.9980215054749381,1.0,0.9986904663936665,0.9897073315018642,0.9975475370823544,0.9995735105704276,0.998378407531553,0.9623270614397172,0.9743892996901778,0.9800944275808525,0.981874863762237,0.9621063992139641,0.9738104163502347,0.979480465587271,0.981372015517126,0.7476517918920657,0.7613101150163354,0.9874327543689749,0.976349774638263
blend_vol_top_10_quality_sector_balanced_top_30_70_30,sp500_dynamic,0.9815130697298912,0.993497951349007,0.9986904663936665,1.0,0.9816295680856849,0.9933101492245463,0.9984499852836881,0.999803068331357,0.9490820440645084,0.9648579875940921,0.9736780982988402,0.978078915252553,0.9493901247068902,0.9646470897046378,0.9733113778919489,0.9777331072900491,0.7126977797180882,0.7279230744860529,0.9942250008749463,0.97828561797216
blend_vol_top_10_quality_sector_balanced_top_50_40_60,sp500_dynamic,0.9985111062348146,0.9960836236746523,0.9897073315018642,0.9816295680856849,1.0,0.9970426713790811,0.9903672164323533,0.9820866330469493,0.9845019487444805,0.9869149984123663,0.9845802944084341,0.9796342276510254,0.9860627587619786,0.9877773904069385,0.9850781783548676,0.9799316398870274,0.8279874493959971,0.8449431120906776,0.9563199060218021,0.9595103354280581
blend_vol_top_10_quality_sector_balanced_top_50_50_50,sp500_dynamic,0.9956657293981904,0.999176046322363,0.9975475370823544,0.9933101492245463,0.9970426713790811,1.0,0.9980794615724128,0.9936631080718646,0.9741536563975018,0.9821129272709719,0.9843888856467637,0.9832930693973287,0.9756893280383295,0.9829039113900324,0.9848008799943057,0.9835112943098985,0.7838653460568146,0.8013406783736874,0.9759566897356711,0.9715027952863173
blend_vol_top_10_quality_sector_balanced_top_50_60_40,sp500_dynamic,0.9890864426260041,0.9973679501463087,0.9995735105704276,0.9984499852836881,0.9903672164323533,0.9980794615724128,1.0,0.9987175077335332,0.9616190672105591,0.9740147380686216,0.9799974306835076,0.9820099144765513,0.9631278653971679,0.9747447575406405,0.9803384183656958,0.9821633693012075,0.7449256669608582,0.7627446708205415,0.9875845020036446,0.9769878951151387
blend_vol_top_10_quality_sector_balanced_top_50_70_30,sp500_dynamic,0.9808881111348359,0.9930455258283241,0.998378407531553,0.999803068331357,0.9820866330469493,0.9936631080718646,0.9987175077335332,1.0,0.9486317668911474,0.9646179839598904,0.9736131527304722,0.9781603319115592,0.95011429787964,0.9652960944668063,0.9738951336175016,0.9782604120133559,0.7109753470024938,0.7290244133317592,0.9942712434013828,0.9786843780034797
blend_vol_top_20_quality_sector_balanced_top_30_40_60,sp500_dynamic,0.9857370666875757,0.9751519189039651,0.9623270614397172,0.9490820440645084,0.9845019487444805,0.9741536563975018,0.9616190672105591,0.9486317668911474,1.0,0.9970972119637845,0.9903188783034247,0.9816451412385442,0.9982404733448761,0.995489168360734,0.9890421958827399,0.9807397334126665,0.8750562875772588,0.8836063752675285,0.9132106866185096,0.9533998122256228
blend_vol_top_20_quality_sector_balanced_top_30_50_50,sp500_dynamic,0.9874052918424673,0.9826068984121311,0.9743892996901778,0.9648579875940921,0.9869149984123663,0.9821129272709719,0.9740147380686216,0.9646179839598904,0.9970972119637845,1.0,0.9980131325944668,0.9933166069319989,0.9962056066931293,0.9989932078705208,0.9971398340244487,0.9926676564495601,0.8356632885692219,0.8469952933598651,0.9366422230594214,0.9736041815398454
blend_vol_top_20_quality_sector_balanced_top_30_60_40,sp500_dynamic,0.9844520818281288,0.9844633796402514,0.9800944275808525,0.9736780982988402,0.9845802944084341,0.9843888856467637,0.9799974306835076,0.9736131527304722,0.9903188783034247,0.9980131325944668,1.0,0.9986152929224859,0.9901494050073982,0.9975083044001554,0.9994643408618713,0.9981814131939358,0.7993972539025418,0.812981603488613,0.9519212967819111,0.9860504982030383
blend_vol_top_20_quality_sector_balanced_top_30_70_30,sp500_dynamic,0.9789899843307512,0.9830170946342827,0.981874863762237,0.978078915252553,0.9796342276510254,0.9832930693973287,0.9820099144765513,0.9781603319115592,0.9816451412385442,0.9933166069319989,0.9986152929224859,1.0,0.9820791271260035,0.9932324295370851,0.9983631758428786,0.9997470139553648,0.7666838871616272,0.7821074839050156,0.9617812382996466,0.9934413550524379
blend_vol_top_20_quality_sector_balanced_top_50_40_60,sp500_dynamic,0.9840628791412397,0.9742822465468349,0.9621063992139641,0.9493901247068902,0.9860627587619786,0.9756893280383295,0.9631278653971679,0.95011429787964,0.9982404733448761,0.9962056066931293,0.9901494050073982,0.9820791271260035,1.0,0.9972590802936115,0.9908133555532026,0.9825067582396964,0.8680316334118512,0.8850680027206713,0.9146252565334997,0.9551412810006319
blend_vol_top_20_quality_sector_balanced_top_50_50_50,sp500_dynamic,0.9858205877687085,0.9815778540137744,0.9738104163502347,0.9646470897046378,0.9877773904069385,0.9829039113900324,0.9747447575406405,0.9652960944668063,0.995489168360734,0.9989932078705208,0.9975083044001554,0.9932324295370851,0.9972590802936115,1.0,0.9981035831489626,0.9935924734677501,0.830463634926439,0.8482031964215113,0.9372050251865637,0.9744351058613229
blend_vol_top_20_quality_sector_balanced_top_50_60_40,sp500_dynamic,0.9831653878745178,0.9835477713674775,0.979480465587271,0.9733113778919489,0.9850781783548676,0.9848008799943057,0.9803384183656958,0.9738951336175016,0.9890421958827399,0.9971398340244487,0.9994643408618713,0.9983631758428786,0.9908133555532026,0.9981035831489626,1.0,0.9986654850627108,0.7957393038779507,0.8139898095413606,0.9520763265657575,0.9864170800613613
blend_vol_top_20_quality_sector_balanced_top_50_70_30,sp500_dynamic,0.9780613711233638,0.9823230549035474,0.981372015517126,0.9777331072900491,0.9799316398870274,0.9835112943098985,0.9821633693012075,0.9782604120133559,0.9807397334126665,0.9926676564495601,0.9981814131939358,0.9997470139553648,0.9825067582396964,0.9935924734677501,0.9986654850627108,1.0,0.7642779943942924,0.7829037827759245,0.961767792018962,0.9935839671469996
quality_sector_balanced_top_30,sp500_dynamic,0.8337803578485202,0.787926277012235,0.7476517918920657,0.7126977797180882,0.8279874493959971,0.7838653460568146,0.7449256669608582,0.7109753470024938,0.8750562875772588,0.8356632885692219,0.7993972539025418,0.7666838871616272,0.8680316334118512,0.830463634926439,0.7957393038779507,0.7642779943942924,1.0,0.9896391854735983,0.633303114151625,0.6882445739967232
quality_sector_balanced_top_50,sp500_dynamic,0.8429365700832961,0.7996098565232465,0.7613101150163354,0.7279230744860529,0.8449431120906776,0.8013406783736874,0.7627446708205415,0.7290244133317592,0.8836063752675285,0.8469952933598651,0.812981603488613,0.7821074839050156,0.8850680027206713,0.8482031964215113,0.8139898095413606,0.7829037827759245,0.9896391854735983,1.0,0.6516856098251252,0.7075182475929158
vol_top_10,sp500_dynamic,0.9553051413241965,0.9755426162447336,0.9874327543689749,0.9942250008749463,0.9563199060218021,0.9759566897356711,0.9875845020036446,0.9942712434013828,0.9132106866185096,0.9366422230594214,0.9519212967819111,0.9617812382996466,0.9146252565334997,0.9372050251865637,0.9520763265657575,0.961767792018962,0.633303114151625,0.6516856098251252,1.0,0.9740094427382929
vol_top_20,sp500_dynamic,0.9577506492031532,0.9704677074999689,0.976349774638263,0.97828561797216,0.9595103354280581,0.9715027952863173,0.9769878951151387,0.9786843780034797,0.9533998122256228,0.9736041815398454,0.9860504982030383,0.9934413550524379,0.9551412810006319,0.9744351058613229,0.9864170800613613,0.9935839671469996,0.6882445739967232,0.7075182475929158,0.9740094427382929,1.0
